"logFC","logCPM","LR","PValue","FDR","ENTREZID","SYMBOL","GENENAME"
-1.87520418964071,7.45726250301219,7.91997865849304,0.0048891849121445,0.0225842241590133,"105722","Ano6","anoctamin 6"
-1.41722303754549,5.45887435409172,7.91963831985361,0.00489010472488885,0.0225842241590133,"12418","Cbx4","chromobox 4"
1.58509853646023,4.50294781282161,7.91715699897481,0.00489681617201937,0.0226086131412779,"99650","4933434E20Rik","RIKEN cDNA 4933434E20 gene"
-2.43850029282471,-0.212951685492015,7.91501721954891,0.00490261135753277,0.0226287587308551,"20392","Sgce","sarcoglycan, epsilon"
-2.76071441545548,-0.469616634677504,7.91269182213282,0.00490891717764682,0.0226512487811767,"53897","Gal3st1","galactose-3-O-sulfotransferase 1"
1.93754289016802,5.78262249911626,7.90951842369365,0.00491753587242327,0.0226843949001101,"76687","Spcs3","signal peptidase complex subunit 3 homolog (S. cerevisiae)"
-2.14000089653482,0.949523060750823,7.90813445873454,0.00492129943644294,0.0226951316876406,"229898","Gbp5","guanylate binding protein 5"
2.13414744126536,1.59001993753429,7.90579221870456,0.00492767562807815,0.0227179071254805,"71584","Gdpd2","glycerophosphodiester phosphodiesterase domain containing 2"
1.48894531866877,5.2164363071206,7.90512002235004,0.00492950707682773,0.0227197229052743,"228983","Osbpl2","oxysterol binding protein-like 2"
-1.68082802669727,6.79095491579832,7.90370190029137,0.00493337313071027,0.0227272070494633,"68146","Arl13b","ADP-ribosylation factor-like 13B"
2.57322424836259,-1.37232239992169,7.90346947871351,0.00493400704800739,0.0227272070494633,"319188","H2bc22","H2B clustered histone 22"
-2.47421910035767,-1.47569164365059,7.90025047516519,0.00494279524584426,0.022761053632087,"432460","Tmem229b-ps","transmembrane protein 229B, pseudogene"
2.32900544009331,2.99592906944965,7.8976466023089,0.00494991574363943,0.0227872031495711,"217700","Acot6","acyl-CoA thioesterase 6"
3.97988894049618,2.64411400084978,7.89334719915046,0.00496169568813563,0.0228320712191169,"226999","Slc9a2","solute carrier family 9 (sodium/hydrogen exchanger), member 2"
2.58962309476548,-1.33020688654703,7.89282077676232,0.00496313999556726,0.0228320712191169,"19215","Ptgds","prostaglandin D2 synthase (brain)"
-1.57717793611902,4.9031044850855,7.89250876272336,0.00496399624834761,0.0228320712191169,"12843","Col1a2","collagen, type I, alpha 2"
-1.77856849835355,2.40200214534087,7.88942808277918,0.00497245856999922,0.022864339610203,"107815","Scml2","Scm polycomb group protein like 2"
-2.53344099894264,-1.13442210406036,7.88706661527941,0.00497895523785173,0.0228875533970357,"70911","Phyhipl","phytanoyl-CoA hydroxylase interacting protein-like"
-1.92980235227096,2.91830464528073,7.88648736144509,0.00498055015211415,0.0228882275673196,"233280","Nipa1","non imprinted in Prader-Willi/Angelman syndrome 1 homolog (human)"
-1.36661900108107,5.04842379732422,7.8853790194271,0.00498360330596757,0.0228931022570401,"75339","Mphosph8","M-phase phosphoprotein 8"
-2.66766348046185,-0.327728072597422,7.88505072442131,0.00498450802749146,0.0228931022570401,"84682","Cox4i2","cytochrome c oxidase subunit 4I2"
1.52074720967004,5.6119702562607,7.88295015782634,0.00499030077078493,0.0229048666219985,"18010","Neu1","neuraminidase 1"
1.66554596622758,4.05510427415747,7.88263477271667,0.00499117110202034,0.0229048666219985,"53975","Ddx20","DEAD box helicase 20"
2.09543089741777,3.26631701199231,7.88254552969421,0.00499141740357902,0.0229048666219985,"328258","Slc25a48","solute carrier family 25, member 48"
-3.78630506809957,0.385113628070694,7.87974450986677,0.00499915422796264,0.02293371071661,"668310","Cc2d2b","coiled-coil and C2 domain containing 2B"
-2.35589009669676,1.24920992127882,7.87789165402899,0.00500427879963177,0.0229451148509379,"100504178","Dhrs13os","dehydrogenase/reductase 13, opposite strand"
-1.9241596899367,4.00899043605073,7.87779587680966,0.00500454384277291,0.0229451148509379,"380930","9330188P03Rik","RIKEN cDNA 9330188P03 gene"
2.42464915015614,0.623913076967488,7.8763561504604,0.00500852970414306,0.0229567295372033,"329851","Gm12530","predicted gene 12530"
2.08114866607525,-0.105038890214208,7.87462389882463,0.00501332970528555,0.0229720680377886,"76062","5830428M24Rik","RIKEN cDNA 5830428M24 gene"
-2.20506033657621,0.425814266909904,7.87004162868872,0.00502604960878835,0.0230236776861713,"93700","Pcdhgb2","protocadherin gamma subfamily B, 2"
-2.75683532947008,-0.0551843240942413,7.86840516008648,0.00503060024033418,0.0230378458992296,"16995","Ltb4r1","leukotriene B4 receptor 1"
-2.94129521303946,-1.05994763930758,7.86378006632711,0.00504348424570866,0.0230901578850463,"74218","1700016H13Rik","RIKEN cDNA 1700016H13 gene"
2.60591610699573,0.357292496497176,7.85789230777948,0.00505993428725557,0.0231587609255103,"279029","Stkld1","serine/threonine kinase-like domain containing 1"
-3.77044975107643,-0.49183532015119,7.85713377920997,0.00506205754236879,0.0231617711058472,"72125","Amer2","APC membrane recruitment 2"
-1.3571343271293,5.40187675520263,7.85579344062451,0.00506581160616261,0.0231722392543543,"80286","Tusc3","tumor suppressor candidate 3"
-1.70986312023405,4.16730218235198,7.85067682345379,0.00508016850043894,0.0232305477010332,"54396","Irgm2","immunity-related GTPase family M member 2"
-1.74800199146583,3.84541403424224,7.85020354932575,0.00508149857013869,0.0232305477010332,"212933","Pm20d1","peptidase M20 domain containing 1"
-3.30477402869355,-1.60629539603065,7.84888882857465,0.00508519526855498,0.0232407247033669,"94226","S1pr5","sphingosine-1-phosphate receptor 5"
1.98475047524408,4.94022001823562,7.84584752819852,0.00509375722615506,0.0232678160573783,"67078","Pgp","phosphoglycolate phosphatase"
1.44522185673069,4.06941369294067,7.8457373956909,0.00509406754989426,0.0232678160573783,"380967","Tmem106c","transmembrane protein 106C"
-1.69392694969579,5.99286656856187,7.84495935971647,0.00509626039459818,0.0232695521853876,"226442","Zfp281","zinc finger protein 281"
3.3324548651366,0.529995882340152,7.84455784618256,0.00509739241114982,0.0232695521853876,"100504539","Gm20275","predicted gene, 20275"
-1.62264527749742,5.06630635064031,7.84131524217239,0.0051065439190964,0.0233045971982095,"67131","Acbd4","acyl-Coenzyme A binding domain containing 4"
1.83161817574752,4.20955291698985,7.84060955315514,0.00510853778244698,0.0233069662568684,"105841","Dennd3","DENN domain containing 3"
-1.5147115428161,8.54126442047772,7.83825750610059,0.0051151890191196,0.0233305764092832,"13138","Dag1","dystroglycan 1"
-1.41386843076097,5.10803890101175,7.83726978559986,0.00511798477538688,0.0233365930150647,"218203","Mylip","myosin regulatory light chain interacting protein"
1.34167766410295,5.29557712032561,7.83583363892607,0.00512205258660723,0.0233484046953391,"22034","Traf6","TNF receptor-associated factor 6"
2.9670097842415,1.09880722904761,7.83010158465778,0.00513832118290493,0.0234158096812657,"15446","Hpgd","hydroxyprostaglandin dehydrogenase 15 (NAD)"
-2.22012327192899,2.60404691614103,7.82919563112243,0.00514089725650059,0.0234170004332274,"21687","Tek","TEK receptor tyrosine kinase"
-1.49736002477747,4.07639370048501,7.82896758688185,0.00514154590630848,0.0234170004332274,"215512","Fam117a","family with sequence similarity 117, member A"
-2.12707872242457,1.9577427044504,7.82785654196598,0.00514470735960084,0.0234246485482949,"224405","Cyyr1","cysteine and tyrosine-rich protein 1"
-2.32363537727712,-0.653535131517064,7.82644870738168,0.00514871616716388,0.0234361492816411,"320827","Cracd","capping protein inhibiting regulator of actin"
-1.65935129144085,2.86899370449119,7.82246080961609,0.00516008899254898,0.0234811535958088,"218544","Sgtb","small glutamine-rich tetratricopeptide repeat (TPR)-containing, beta"
4.41070941861655,2.94269963189228,7.81851618018647,0.00517136361292753,0.0235256852443025,"12971","Crym","crystallin, mu"
1.55350612174018,6.34411992926026,7.81793369338981,0.005173030614842,0.0235264966437304,"29816","Hip1r","huntingtin interacting protein 1 related"
1.52871976619978,5.98357410410118,7.81578657889065,0.00517918011073156,0.0235476877071351,"54391","Rfk","riboflavin kinase"
2.06828141945524,1.74902301290375,7.81100601656899,0.00519289877444276,0.0236032707021264,"109218","Tmem139","transmembrane protein 139"
-1.77866665146601,3.8894699502692,7.80959532357127,0.0051969540789483,0.0236069109958259,"67169","Nradd","neurotrophin receptor associated death domain"
1.53348606874651,4.17572042720231,7.80924120390813,0.00519797256981231,0.0236069109958259,"76238","Grhpr","glyoxylate reductase/hydroxypyruvate reductase"
-4.98384413161849,2.74252303845873,7.80916879309701,0.00519818085709151,0.0236069109958259,"211577","Mrgprf","MAS-related GPR, member F"
1.37158978374493,5.70947132886785,7.80678346577715,0.00520504692934546,0.0236313018303291,"74340","Ahcyl2","S-adenosylhomocysteine hydrolase-like 2"
1.50001891648239,3.85646390354015,7.80618381455083,0.0052067744557065,0.0236323559729999,"30795","Fkbp3","FK506 binding protein 3"
2.16938926998775,0.439940827129732,7.80258320117458,0.00521715970642471,0.0236726936549917,"229699","Slc16a4","solute carrier family 16 (monocarboxylic acid transporters), member 4"
-2.37433126017556,-0.607161101184455,7.79927931512174,0.00522670768126378,0.0237092101592115,"73340","Nptxr","neuronal pentraxin receptor"
2.48592308963403,-1.28869868252078,7.79764984884967,0.00523142326908475,0.023723791490564,"71111","Gpr39","G protein-coupled receptor 39"
-2.68646057408745,-1.20906425604756,7.7970562811755,0.00523314209939873,0.0237247784678421,"328783","Mslnl","mesothelin-like"
-1.39126435284027,6.09840752568485,7.79577509353577,0.00523685407545783,0.0237303686533612,"18749","Prkacb","protein kinase, cAMP dependent, catalytic, beta"
-3.51191908442861,0.437169481746428,7.7955479707876,0.00523751239662616,0.0237303686533612,"240633","Lipk","lipase, family member K"
-1.42679064218085,6.34253573826303,7.79507630834733,0.00523887979192465,0.0237303686533612,"16391","Irf9","interferon regulatory factor 9"
-2.36775240564652,3.81044692649856,7.7936858258135,0.00524291305410701,0.0237418332112055,"12983","Csf2rb","colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)"
-1.45508944961573,6.95464878485891,7.79181083238565,0.00524835671059386,0.0237596761541751,"11352","Abl2","ABL proto-oncogene 2, non-receptor tyrosine kinase"
-1.4452002025071,4.21624435477551,7.79035879445807,0.00525257636128939,0.0237655872594412,"12033","Bcap29","B cell receptor associated protein 29"
1.63403336675394,5.00761114159499,7.79032659395059,0.00525266997578007,0.0237655872594412,"102626","Mapkapk3","mitogen-activated protein kinase-activated protein kinase 3"
1.42106576453186,5.96684226595471,7.78603991427826,0.0052651475631445,0.0238152238374172,"20524","Slc25a17","solute carrier family 25 (mitochondrial carrier, peroxisomal membrane protein), member 17"
-1.85087201790357,6.78110616990187,7.78442457575786,0.00526985729457387,0.0238251036410346,"15460","Hr","lysine demethylase and nuclear receptor corepressor"
4.76131514731832,8.6264465650435,7.78425673757815,0.00527034689503017,0.0238251036410346,"21835","Thrsp","thyroid hormone responsive"
-2.07993482867935,0.875435730915422,7.779936888653,0.00528296428623005,0.0238753124333943,"93887","Pcdhb16","protocadherin beta 16"
-1.49689594713669,4.41730451281828,7.77849768441599,0.00528717474079576,0.0238875098923774,"232223","Txnrd3","thioredoxin reductase 3"
-2.16123471026438,2.20856987609157,7.7773471710803,0.00529054307776072,0.0238958967707718,"14199","Fhl1","four and a half LIM domains 1"
2.39746590612242,1.80403172905369,7.77650304935887,0.00529301578873768,0.0239002347214887,"70892","Ttll7","tubulin tyrosine ligase-like family, member 7"
-1.89092905635099,2.09218707538603,7.77284545842427,0.00530374369852402,0.023941835307476,"11819","Nr2f2","nuclear receptor subfamily 2, group F, member 2"
2.00740494049918,8.72171221474898,7.76154420348317,0.00533703114385876,0.0240852199307664,"16952","Anxa1","annexin A1"
1.57238317548938,6.20210897023461,7.75953132232532,0.00534298232202758,0.0241051934391447,"71667","Tmem248","transmembrane protein 248"
3.35901283642251,0.432491535463081,7.75232191001683,0.00536435285363135,0.0241911404237493,"18602","Padi4","peptidyl arginine deiminase, type IV"
-1.42538786460565,5.92033131612977,7.75207237344367,0.00536509410182494,0.0241911404237493,"232227","Iqsec1","IQ motif and Sec7 domain 1"
1.51662743482521,3.73225358761834,7.75045388910421,0.00536990434397946,0.0242059236315606,"353190","Edc3","enhancer of mRNA decapping 3"
-2.52639343113195,1.34341897707982,7.74000306960262,0.00540107090955911,0.0243394709594161,"13591","Ebf1","early B cell factor 1"
-2.01320320899288,3.31236333443547,7.73682175075496,0.00541059484591043,0.0243754392658975,"13537","Dusp2","dual specificity phosphatase 2"
5.07758851974609,6.88081093775486,7.73333517348641,0.00542105230378634,0.0244155915101281,"104174","Gldc","glycine decarboxylase"
-2.17443320356375,2.95359834223567,7.73050382812668,0.00542955965399645,0.0244469403908148,"239552","Apol8","apolipoprotein L 8"
1.62069855575985,4.76227737020345,7.72835010306166,0.00543604007121089,0.024464707397417,"665574","Gm7694","predicted gene 7694"
-1.44535700933941,6.98611064150851,7.72816359126092,0.00543660164387045,0.024464707397417,"11569","Aebp2","AE binding protein 2"
-2.08290702501021,2.03894233919467,7.7263258526704,0.00544213809685364,0.0244826502939581,"15118","Has3","hyaluronan synthase 3"
-1.62239075410165,4.40188699390642,7.72551924520462,0.00544456993332081,0.024486620155436,"106572","Rab31","RAB31, member RAS oncogene family"
-2.96395351651284,-1.87084605002225,7.72108442316827,0.00545796026056852,0.0245398588785277,"66473","Ctrb1","chymotrypsinogen B1"
-3.22561670088429,-1.43127487451426,7.7199970765938,0.00546124847462232,0.0245433733495698,"106763","Ttbk1","tau tubulin kinase 1"
-1.79417141916761,3.17866880867381,7.71979893350834,0.0054618478910679,0.0245433733495698,"16399","Itga2b","integrin alpha 2b"
-3.27004850869942,-1.75226187069505,7.71217227527953,0.0054849708818345,0.0246312540382115,"239250","Slitrk6","SLIT and NTRK-like family, member 6"
2.05022567099426,3.95027914306191,7.71143055864381,0.0054872249848995,0.0246312540382115,"404710","Iqgap3","IQ motif containing GTPase activating protein 3"
1.80447779289244,5.19968238808467,7.71118587292938,0.00548796880060912,0.0246312540382115,"228875","Slc35c2","solute carrier family 35, member C2"
-1.33432248446742,4.85593623527001,7.71074874962994,0.00548929785977522,0.0246312540382115,"101148","Bmt2","base methyltransferase of 25S rRNA 2"
-2.43562434582191,0.630236252781633,7.71019897817215,0.005490969887968,0.0246312540382115,"233060","Zfp382","zinc finger protein 382"
-1.45445942033003,6.93305570535014,7.70977799537833,0.00549225058033285,0.0246312540382115,"214359","Tmem51","transmembrane protein 51"
1.57163872209867,5.88703291579275,7.70975696849898,0.00549231455521749,0.0246312540382115,"105148","Iars1","isoleucyl-tRNA synthetase 1"
1.50271298753718,3.51350097310949,7.70447280125848,0.00550841589949913,0.024696455283882,"67036","Mrpl45","mitochondrial ribosomal protein L45"
-2.20252496147587,-0.0374134120747451,7.70338033310933,0.00551175075016528,0.0247043984275701,"320237","Smim10l2a","small integral membrane protein 10 like 2A"
1.63426741471368,3.5446951186629,7.69718908883031,0.00553068897471429,0.0247822536309568,"72568","Lin9","lin-9 DREAM MuvB core complex component"
-1.46401332874021,4.72879894327511,7.69497063608674,0.00553749107429946,0.0248056998124231,"71375","Foxn3","forkhead box N3"
1.34808826661889,5.24533582220997,7.69347276879133,0.00554208857766284,0.0248192598133702,"106840","Unc119b","unc-119 lipid binding chaperone B"
3.75697435697035,2.43405327619018,7.69261355730394,0.00554472756899054,0.0248240437677979,"69137","Vstm5","V-set and transmembrane domain containing 5"
-2.77228442706368,0.552129720669296,7.69086445014102,0.00555010375553805,0.0248410761122977,"211949","Spsb4","splA/ryanodine receptor domain and SOCS box containing 4"
3.61555520639908,6.86725965284464,7.69011003106148,0.00555242423494528,0.0248444259935094,"66120","Fkbp11","FK506 binding protein 11"
-1.54892658737785,4.31608050407933,7.68917142341321,0.00555531263182598,0.024850314416467,"14132","Fcgrt","Fc fragment of IgG receptor and transporter"
4.84917380005708,1.75018949614482,7.68638841065012,0.00556388586509818,0.0248816220181131,"69134","Fam25a","family with sequence similarity 25, member A"
1.4956816314439,5.55958261760783,7.68357473905717,0.00557256726091315,0.0249133954714205,"12916","Crem","cAMP responsive element modulator"
1.71395185645151,6.96166194724813,7.68281684524364,0.00557490805231244,0.0249168118944417,"20850","Stat5a","signal transducer and activator of transcription 5A"
-1.87952366010234,1.30725385740538,7.67955343496779,0.00558499871128282,0.024954854292653,"171286","Slc12a8","solute carrier family 12 (potassium/chloride transporters), member 8"
-2.81829978396255,-1.4371924765568,7.66688394880836,0.0056243503627859,0.0251196405005872,"329207","Rbm44","RNA binding motif protein 44"
-1.67629301842986,8.55868740092345,7.6666571299668,0.00562505743682473,0.0251196405005872,"14107","Fat1","FAT atypical cadherin 1"
-1.51707495215022,8.43824804819013,7.66561314645556,0.00562831306937788,0.0251270790249853,"12575","Cdkn1a","cyclin dependent kinase inhibitor 1A"
-2.94155435865187,-0.0307380629372267,7.66444797706244,0.00563194888589416,0.0251296255878095,"17123","Madcam1","mucosal vascular addressin cell adhesion molecule 1"
-3.12657978431729,-1.62050405511354,7.66441121299934,0.00563206364414207,0.0251296255878095,"72661","Serp2","stress-associated endoplasmic reticulum protein family member 2"
-2.86823211562755,-1.66846803318567,7.66146527361149,0.00564126708793876,0.0251635859604245,"100126226","Krt83","keratin 83"
1.40991427880881,4.22917375993402,7.65072446031874,0.00567495269576291,0.0253067021455522,"68565","Mrps18a","mitochondrial ribosomal protein S18A"
-2.27773657588366,7.0436155732259,7.65019836963532,0.00567660789499261,0.0253069425028105,"50918","Myadm","myeloid-associated differentiation marker"
-3.88319166901791,2.25353671146263,7.64965747285823,0.00567831019087287,0.025307392627342,"71406","Spaar","small regulatory polypeptide of amino acid response"
4.84691585430493,1.66513031740506,7.64876696695406,0.00568111390151226,0.0253127499575697,"19417","Rasgrf1","RAS protein-specific guanine nucleotide-releasing factor 1"
2.06602637728309,4.68584272352009,7.64731955401791,0.00568567401727154,0.0253259278942952,"192156","Mvd","mevalonate (diphospho) decarboxylase"
-1.41064235219124,6.87937020849561,7.64294546436668,0.00569947741239407,0.0253802595168994,"20397","Sgpl1","sphingosine phosphate lyase 1"
1.43225728433466,6.63579934210822,7.64219353188363,0.00570185374013005,0.0253836891574691,"100037283","Rnaset2a","ribonuclease T2A"
3.11982522583931,0.594015772216855,7.64074594642577,0.00570643138155323,0.0253917398955893,"545975","Cers3","ceramide synthase 3"
-1.6001991851166,10.2396233762784,7.64060557194271,0.00570687548146883,0.0253917398955893,"11820","App","amyloid beta precursor protein"
-1.38852460241019,5.3772460298947,7.63951079315438,0.00571034022074429,0.0254000047420891,"110651","Rps6ka3","ribosomal protein S6 kinase polypeptide 3"
-4.24468104603244,-0.577223381420827,7.63834124499088,0.00571404395931559,0.0254093277245424,"432641","Gm17746","predicted gene, 17746"
-2.18872163152472,0.25015535264599,7.63638166438592,0.00572025507445975,0.0254297921791173,"20420","Shd","src homology 2 domain-containing transforming protein D"
-1.45740794376648,4.2878545105853,7.63447678000094,0.00572629942429027,0.0254495039655465,"269037","Ctif","CBP80/20-dependent translation initiation factor"
2.42316283316129,0.704832053780094,7.63240217950336,0.00573288970803815,0.0254716302912103,"245532","Awat2","acyl-CoA wax alcohol acyltransferase 2"
-1.44770057077378,4.0896179184688,7.63071906649356,0.00573824205608967,0.025488245490287,"227746","Rabepk","Rab9 effector protein with kelch motifs"
-2.30590223766102,2.1724664548035,7.62618831112118,0.00575267533066564,0.0255435197136016,"20292","Ccl11","C-C motif chemokine ligand 11"
-3.41294079022529,-0.337301623415001,7.62579856604242,0.00575391863961159,0.0255435197136016,"12903","Crabp1","cellular retinoic acid binding protein I"
-2.00247182185806,1.96527493809966,7.62500468596332,0.00575645200999031,0.0255465994165519,"13116","Cyp46a1","cytochrome P450, family 46, subfamily a, polypeptide 1"
-1.56824080853451,3.06708472684521,7.62406067247774,0.00575946595566184,0.0255465994165519,"66264","Ccdc28b","coiled coil domain containing 28B"
2.14584883727778,5.75604674735367,7.62368156759882,0.00576067677427432,0.0255465994165519,"66898","Baiap2l1","BAI1-associated protein 2-like 1"
3.62213490169454,1.13732096045384,7.62355589107912,0.00576107822833402,0.0255465994165519,"245128","AU018091","expressed sequence AU018091"
3.20885556694038,4.83821858430502,7.62238578407066,0.00576481732282301,0.0255560092482174,"432466","Gm5424","argininosuccinate synthase pseudogene"
-2.19366893426,1.69578950935338,7.61675135947852,0.00578285689949799,0.0256183088863042,"108672","Zdhhc15","zinc finger, DHHC domain containing 15"
1.38561857845573,4.90597178974565,7.61671037777488,0.00578298832016765,0.0256183088863042,"60441","Mrpl38","mitochondrial ribosomal protein L38"
-3.52556440592937,-1.8583645592403,7.61647798485784,0.00578373361847211,0.0256183088863042,"71581","9130015A21Rik","RIKEN cDNA 9130015A21 gene"
1.45034140951554,6.63036571257391,7.61533370787395,0.00578740481396192,0.0256273874138005,"50875","Tmod3","tropomodulin 3"
-2.26922812586455,1.73607785274249,7.61266719655841,0.00579596903562045,0.0256581217476038,"68918","1190005I06Rik","RIKEN cDNA 1190005I06 gene"
2.81691547687601,0.530255976222451,7.61200832668285,0.00579808716533496,0.0256603107143527,"14563","Gdf5","growth differentiation factor 5"
-2.04439223550748,-0.0267667230355895,7.6071441614246,0.00581374889795852,0.0257176303324951,"100040322","3830408C21Rik","RIKEN cDNA 3830408C21 gene"
2.6238570432962,6.82009373770936,7.60697528685958,0.00581429341799576,0.0257176303324951,"21923","Tnc","tenascin C"
1.46989855026536,4.32806029771895,7.60210997600618,0.00583000351256677,0.0257799036129282,"217030","Synrg","synergin, gamma"
-1.64454815443,2.42184407386287,7.58978849100048,0.00586998358501993,0.025949432329414,"105278","Cdk20","cyclin dependent kinase 20"
-1.51123486483914,9.59093651772468,7.58889765388004,0.00587288494338449,0.0259549982229442,"17357","Marcksl1","MARCKS-like 1"
2.80677908995874,-1.80001270146209,7.58652174909935,0.00588063015968119,0.0259819622710655,"382427","Best3","bestrophin 3"
1.39052899684386,6.60057286223572,7.58601074997808,0.00588229732779386,0.0259820645523908,"68066","Slc25a39","solute carrier family 25, member 39"
-1.53165159167829,4.73845607882867,7.58171142557944,0.00589634326412521,0.026036828428677,"216152","Plppr3","phospholipid phosphatase related 3"
-2.43195965723929,5.45756053328355,7.58066457464053,0.0058997685137595,0.0260428630298479,"380928","Lmo7","LIM domain only 7"
-1.54794339342655,3.93251076026304,7.58028663915897,0.00590100560047364,0.0260428630298479,"622404","Ccdc107","coiled-coil domain containing 107"
-2.12455813031396,4.37891181446419,7.57850960733507,0.00590682586253596,0.0260547964275151,"12614","Celsr1","cadherin, EGF LAG seven-pass G-type receptor 1"
2.79738384512555,1.53695292114416,7.57845438991162,0.00590700680838944,0.0260547964275151,"100045778","Rnf223","ring finger 223"
2.08144518608157,-0.588344905540787,7.57747420005583,0.00591021980271908,0.0260616946881061,"100504675","Gm15327","predicted gene 15327"
-1.66824393801352,4.42637419243334,7.57565023751094,0.00591620337198443,0.0260727255732327,"229658","Vangl1","VANGL planar cell polarity 1"
-2.73419141601012,1.88131566600575,7.57527201558858,0.00591744491492477,0.0260727255732327,"13479","Dpep1","dipeptidase 1"
-3.8921736262698,-2.04294694705766,7.57520326286068,0.00591767062966246,0.0260727255732327,"64406","Sp5","trans-acting transcription factor 5"
-2.14266422783336,1.70699418759231,7.57397273125523,0.0059217119423568,0.0260832596256987,"100504191","Gm16576","predicted gene 16576"
1.87829002077396,0.95589976176736,7.57028813344987,0.00593382974740156,0.0261293522786108,"70762","Dclk2","doublecortin-like kinase 2"
-2.84321285760814,-1.31827702524556,7.56804581888932,0.00594121659033452,0.0261545924773389,"14608","Gpr83","G protein-coupled receptor 83"
-1.67492681257716,3.96660344192794,7.5673846034799,0.00594339661880792,0.0261569034151045,"320253","Marchf3","membrane associated ring-CH-type finger 3"
-2.87706619061222,1.34596580593343,7.56574174065997,0.00594881667433187,0.0261734684635693,"100041874","Gm3558","predicted gene 3558"
1.46341733950761,4.08003245366381,7.55846402410801,0.00597288769195244,0.0262693084473915,"75420","Secisbp2","SECIS binding protein 2"
-1.59660203899524,3.27317579813199,7.55808169533613,0.00597415498679513,0.0262693084473915,"213027","Evi5l","ecotropic viral integration site 5 like"
-1.51498931430114,5.98486108801325,7.5576500220272,0.00597558617238499,0.0262693084473915,"60611","Foxj2","forkhead box J2"
3.05706069506485,-1.93889376541029,7.55271407397793,0.00599197588685914,0.0263340341812908,"11418","Asic2","acid-sensing ion channel 2"
-2.43982365086806,5.79965472567817,7.5507827060522,0.00599840143260385,0.0263549447430835,"18073","Nid1","nidogen 1"
1.51862831870056,3.57395038241304,7.54912393576536,0.00600392567419594,0.0263718847568073,"170787","Hdac10","histone deacetylase 10"
-3.55455430707596,-1.92268378565451,7.5447846858472,0.00601840134424407,0.026423878747739,"100503474","Platr22","pluripotency associated transcript 22"
-2.59962477398597,0.182935033274592,7.54444355816138,0.00601954084961842,0.026423878747739,"100042024","Gm3629","predicted gene 3629"
2.65856780383503,4.95386932983401,7.54354746708033,0.00602253520748579,0.026423878747739,"74147","Ehhadh","enoyl-Coenzyme A, hydratase/3-hydroxyacyl Coenzyme A dehydrogenase"
1.46690678584051,5.45335432498988,7.54316647811044,0.00602380877210346,0.026423878747739,"52009","Jpt2","Jupiter microtubule associated homolog 2"
-2.99628896916902,1.14183271839129,7.54307257911501,0.00602412269856388,0.026423878747739,"59033","Slc4a8","solute carrier family 4 (anion exchanger), member 8"
2.01109436909923,1.85355362352823,7.54054296996275,0.00603258606312061,0.0264536598616976,"69097","Trim15","tripartite motif-containing 15"
-2.66038613342931,1.18982727783046,7.5375796371674,0.00604251597848219,0.0264864554386389,"19418","Rasgrf2","RAS protein-specific guanine nucleotide-releasing factor 2"
-1.44519640533732,4.28640160080107,7.53731107058715,0.00604341674966667,0.0264864554386389,"66396","Ccdc82","coiled-coil domain containing 82"
-2.71209281578746,3.03797091898441,7.53332896437764,0.00605678880600206,0.0265366268843504,"100036572","LOC100036572","uncharacterized LOC100036572"
1.282773937978,5.11279467711495,7.53290252625664,0.00605822258913795,0.0265366268843504,"69035","Zdhhc3","zinc finger, DHHC domain containing 3"
-3.39485613001515,-1.61363461087172,7.53058329168135,0.00606602645577402,0.0265548602026956,"211134","Lzts1","leucine zipper, putative tumor suppressor 1"
-1.56078481984056,3.78812596434179,7.53012082014483,0.00606758382741834,0.0265548602026956,"20475","Six5","sine oculis-related homeobox 5"
-1.26845315124336,5.66031444169126,7.52990176511742,0.00606832163701659,0.0265548602026956,"21885","Tle1","transducin-like enhancer of split 1"
-1.5398432587952,5.30673995005174,7.52963589036424,0.00606921726533839,0.0265548602026956,"213522","Plekhg6","pleckstrin homology domain containing, family G (with RhoGef domain) member 6"
-2.38025355802595,4.34024228322479,7.52917014520453,0.00607078650419763,0.0265548602026956,"56448","Cyp2d22","cytochrome P450, family 2, subfamily d, polypeptide 22"
-1.35796213217031,6.05148376412078,7.52733034061499,0.00607698942149849,0.0265706194387515,"269700","Hectd4","HECT domain E3 ubiquitin protein ligase 4"
-1.61279943984697,4.06815992523671,7.52710435232609,0.00607775178885642,0.0265706194387515,"216516","Ccdc157","coiled-coil domain containing 157"
-2.2273519401879,1.38678274163426,7.52370284181954,0.00608923851917855,0.0266134749881354,"109050","Inka2","inka box actin regulator 2"
-2.12212929036821,1.01241059042792,7.52299596865337,0.00609162837324594,0.0266165592509756,"23796","Aplnr","apelin receptor"
4.00839415753152,-0.637167557164537,7.52152820851008,0.00609659375312818,0.0266308921156544,"26458","Slc27a2","solute carrier family 27 (fatty acid transporter), member 2"
1.33509033813405,5.06768946975281,7.51972925006118,0.00610268519864408,0.026650134534228,"56214","Scamp4","secretory carrier membrane protein 4"
6.23749774341636,0.823278492036746,7.51824200152032,0.0061077258541782,0.0266647788396222,"73349","1700042G15Rik","RIKEN cDNA 1700042G15 gene"
-1.99939757021441,2.78169974674787,7.5131506393308,0.00612501393888796,0.0267328694532409,"71481","Alpk1","alpha-kinase 1"
